"Chrom"	"Pos"	"Name"	"Class"	"Markers"
"7058"	3	221308065	"b007057"	"b"	"PZE.103174982;"
"7059"	3	221435050.5	"b007058"	"b"	"PZE.103175094;SYN20074;PZA03391.1;SYN20073;"
"7060"	3	221439853	"b007059"	"b"	"SYN20072;"
"7061"	3	221540733	"b007060"	"b"	"SYN33537;SYN33539;"
"7062"	3	221560239	"b007061"	"b"	"SYN33543;"
"7063"	3	221568039	"b007062"	"b"	"SYN33530;PZE.103175460;"
"7064"	3	221610425	"b007063"	"b"	"PZE.103175542;PZE.103175604;"
"7065"	3	221622394	"b007064"	"b"	"SYN6972;"
"7066"	3	221634693	"b007065"	"b"	"PZE.103175636;"
"7067"	3	221678136	"b007066"	"b"	"PZE.103175677;"
"7068"	3	221688583	"b007067"	"b"	"PZE.103175779;"
"7069"	3	221689827	"b007068"	"b"	"SYN6966;"
"7070"	3	222029725	"b007069"	"b"	"SYN38131;"
"7071"	3	222439800	"b007070"	"b"	"PZE.103176462;"
"7072"	3	222451007	"b007071"	"b"	"PZE.103176477;"
"7073"	3	222506510.5	"b007072"	"b"	"PZE.103176493;SYN6986;"
"7074"	3	222552611	"b007073"	"b"	"PZE.103176596;"
"7075"	3	222583057	"b007074"	"b"	"PZE.103176659;"
"7076"	3	222667979.5	"b007075"	"b"	"SYN6990;ZM013522.0530;PZE.103176922;SYN34350;"
"7077"	3	222820187	"b007076"	"b"	"PZE.103176996;"
"7078"	3	223083131	"b007077"	"b"	"PZE.103177259;PZE.103177258;"
"7079"	3	223083433	"b007078"	"b"	"PZE.103177256;"
"7080"	3	223090872	"b007079"	"b"	"SYN24268;"
"7081"	3	223307685	"b007080"	"b"	"PZE.103177375;"
"7082"	3	223561082	"b007081"	"b"	"PZE.103177674;"
"7083"	3	223562794	"b007082"	"b"	"SYN15786;SYN15787;SYN15785;"
"7084"	3	223564154	"b007083"	"b"	"SYN15789;"
"7085"	3	223680598	"b007084"	"b"	"PZE.103177746;"
"7086"	3	223681088	"b007085"	"b"	"SYN8755;"
"7087"	3	223683758	"b007086"	"b"	"PZE.103177780;"
"7088"	3	223683787	"b007087"	"b"	"PZE.103177781;"
"7089"	3	223691967	"b007088"	"b"	"PZE.103177812;"
"7090"	3	223739585	"b007089"	"b"	"PZE.103177876;"
"7091"	3	223741726	"b007090"	"b"	"SYN8762;"
"7092"	3	223752352	"b007091"	"b"	"PZE.103177974;"
"7093"	3	223760471	"b007092"	"b"	"PZE.103178017;"
"7094"	3	223763365	"b007093"	"b"	"PZE.103178060;"
"7095"	3	223844482	"b007094"	"b"	"PZE.103178127;PZE.103178139;"
"7096"	3	224001702	"b007095"	"b"	"SYN2031;"
"7097"	3	224129579	"b007096"	"b"	"PZE.103178597;"
"7098"	3	224167945	"b007097"	"b"	"SYN31243;"
"7099"	3	224168120	"b007098"	"b"	"SYN31244;"
"7100"	3	224272036	"b007099"	"b"	"SYN32844;"
"7101"	3	224461560	"b007100"	"b"	"PZE.103178956;"
"7102"	3	224466672	"b007101"	"b"	"PZE.103178966;"
"7103"	3	224485669	"b007102"	"b"	"PZE.103179063;"
"7104"	3	224487247	"b007103"	"b"	"PZE.103179078;"
"7105"	3	224502756	"b007104"	"b"	"PZE.103179207;"
"7106"	3	224540609	"b007105"	"b"	"PZE.103179220;"
"7107"	3	224622258	"b007106"	"b"	"ZM012337.0431;"
"7108"	3	224631614	"b007107"	"b"	"SYN4283;"
"7109"	3	224677486	"b007108"	"b"	"SYN4286;"
"7110"	3	224677780	"b007109"	"b"	"SYN4285;"
"7111"	3	224687774	"b007110"	"b"	"PZE.103179589;"
"7112"	3	225037917	"b007111"	"b"	"ZM003376.0242;"
"7113"	3	225170986	"b007112"	"b"	"PZE.103180034;"
"7114"	3	225269465	"b007113"	"b"	"SYN27420;SYN27421;PZE.103180081;SYN9693;SYN622;SYN617;"
"7115"	3	225447101	"b007114"	"b"	"PZE.103180492;"
"7116"	3	225452666	"b007115"	"b"	"PZE.103180497;"
"7117"	3	225453553	"b007116"	"b"	"SYNGENTA15567;"
"7118"	3	225454492	"b007117"	"b"	"PZE.103180508;"
"7119"	3	225456599	"b007118"	"b"	"PZE.103180534;"
"7120"	3	225579187	"b007119"	"b"	"PZE.103180685;"
"7121"	3	225766852	"b007120"	"b"	"PZA02182.1;"
"7122"	3	225780611	"b007121"	"b"	"SYN19645;"
"7123"	3	225780618	"b007122"	"b"	"SYN19646;"
"7124"	3	225823031	"b007123"	"b"	"SYN30481;"
"7125"	3	225823264	"b007124"	"b"	"SYN30474;"
"7126"	3	225832310	"b007125"	"b"	"SYN30477;SYN30473;"
"7127"	3	225863553	"b007126"	"b"	"SYN30485;SYN30487;"
"7128"	3	225898385	"b007127"	"b"	"SYN30479;"
"7129"	3	225906915	"b007128"	"b"	"SYN30483;"
"7130"	3	225907057	"b007129"	"b"	"ZM013362.0298;"
"7131"	3	226255280	"b007130"	"b"	"SYN1634;"
"7132"	3	226258590.5	"b007131"	"b"	"PZE.103181164;PZE.103181174;"
"7133"	3	226266263	"b007132"	"b"	"SYN1639;"
"7134"	3	226417635	"b007133"	"b"	"PZE.103181243;"
"7135"	3	226481779	"b007134"	"b"	"PZA00143.5;"
"7136"	3	226544325	"b007135"	"b"	"PZE.103181305;"
"7137"	3	226544415	"b007136"	"b"	"PZE.103181306;"
"7138"	3	226572738	"b007137"	"b"	"PZE.103181355;"
"7139"	3	226624315	"b007138"	"b"	"SYN33866;"
"7140"	3	226768878	"b007139"	"b"	"SYN35152;"
"7141"	3	226806272	"b007140"	"b"	"SYN29674;"
"7142"	3	226807380	"b007141"	"b"	"SYN29679;"
"7143"	3	226808441	"b007142"	"b"	"SYN29689;"
"7144"	3	226822424	"b007143"	"b"	"PZE.103181797;"
"7145"	3	226824167	"b007144"	"b"	"PZE.103181867;"
"7146"	3	226874010	"b007145"	"b"	"PZE.103181952;"
"7147"	3	226957159.5	"b007146"	"b"	"SYN29677;PZE.103181990;"
"7148"	3	227047799	"b007147"	"b"	"PZE.103182187;"
"7149"	3	227083822	"b007148"	"b"	"PZE.103182291;"
"7150"	3	227129108	"b007149"	"b"	"PZE.103182400;"
"7151"	3	227191973	"b007150"	"b"	"PZE.103182430;"
"7152"	3	227360555.5	"b007151"	"b"	"PZE.103182817;PZE.103182818;"
"7153"	3	227360806	"b007152"	"b"	"PZE.103182823;"
"7154"	3	227412897	"b007153"	"b"	"SYN24595;"
"7155"	3	227425659	"b007154"	"b"	"SYNGENTA5695;"
"7156"	3	227450962	"b007155"	"b"	"PZE.103183069;"
"7157"	3	227535125.5	"b007156"	"b"	"SYN24589;SYN15833;"
"7158"	3	227623869	"b007157"	"b"	"PZE.103183225;"
"7159"	3	227827542	"b007158"	"b"	"PZE.103183391;"
"7160"	3	227994422.5	"b007159"	"b"	"PZE.103183436;PZE.103183476;PZE.103183502;PZE.103183548;"
"7161"	3	228317842.5	"b007160"	"b"	"PZE.103183656;PZE.103183662;SYN30341;PZE.103183701;SYN30343;SYN30342;PZE.103183707;"
"7162"	3	228372531	"b007161"	"b"	"PZE.103183711;"
"7163"	3	228451363.5	"b007162"	"b"	"PZE.103183786;PZE.103183787;"
"7164"	3	228655314	"b007163"	"b"	"PZE.103183915;"
"7165"	3	228702487	"b007164"	"b"	"PZE.103183938;"
"7166"	3	228720304	"b007165"	"b"	"PUT.163a.94473855.4870;"
"7167"	3	228983258	"b007166"	"b"	"PUT.163a.60355239.2759;"
"7168"	3	228987774	"b007167"	"b"	"PZE.103184089;"
"7169"	3	229084427	"b007168"	"b"	"SYN37063;"
"7170"	3	229153740	"b007169"	"b"	"SYN37060;"
"7171"	3	229241840	"b007170"	"b"	"SYN4876;"
"7172"	3	229252209	"b007171"	"b"	"PZE.103184446;"
"7173"	3	229261426.5	"b007172"	"b"	"SYN4864;PZE.103184458;"
"7174"	3	229309267	"b007173"	"b"	"SYN4871;SYN4860;"
"7175"	3	229382265	"b007174"	"b"	"SYN4868;"
"7176"	3	229385474	"b007175"	"b"	"PZE.103184603;"
"7177"	3	229648726	"b007176"	"b"	"SYN32818;"
"7178"	3	229656906	"b007177"	"b"	"PZE.103185158;"
"7179"	3	229664886	"b007178"	"b"	"PZE.103185177;"
"7180"	3	229873258	"b007179"	"b"	"SYNGENTA4061;"
"7181"	3	229946629	"b007180"	"b"	"SYN1574;SYN1573;SYN1571;SYN1572;"
"7182"	3	229994422	"b007181"	"b"	"SYN1577;"
"7183"	3	229996720	"b007182"	"b"	"SYN1580;"
"7184"	3	230016843	"b007183"	"b"	"SYN1576;"
"7185"	3	230017436	"b007184"	"b"	"SYN1579;"
"7186"	3	230157293	"b007185"	"b"	"PZE.103185632;"
"7187"	3	230159751	"b007186"	"b"	"SYN10757;"
"7188"	3	230177187	"b007187"	"b"	"ZM013829.0406;"
"7189"	3	230179802	"b007188"	"b"	"ZM012677.0652;"
"7190"	3	230182652	"b007189"	"b"	"PZE.103185754;"
"7191"	3	230253707	"b007190"	"b"	"PZE.103185889;"
"7192"	3	230254553	"b007191"	"b"	"PZE.103185891;"
"7193"	3	230339833	"b007192"	"b"	"PZE.103185983;"
"7194"	3	230393305	"b007193"	"b"	"PZE.103186043;"
"7195"	3	230465523.5	"b007194"	"b"	"PZE.103186101;SYNGENTA15803;PZE.103186381;PZE.103186378;PUT.163a.111191936.147;PUT.163a.111191936.146;"
"7196"	3	230526509	"b007195"	"b"	"PZE.103186258;"
"7197"	3	230526530	"b007196"	"b"	"PZE.103186257;"
"7198"	3	230527673	"b007197"	"b"	"SYNGENTA1547;"
"7199"	3	230607205	"b007198"	"b"	"PUT.163a.13249976.201;"
"7200"	3	230607439	"b007199"	"b"	"SYNGENTA5117;"
"7201"	3	230666542	"b007200"	"b"	"PZE.103186532;"
"7202"	3	230669983	"b007201"	"b"	"PZE.103186551;"
"7203"	3	230742783	"b007202"	"b"	"SYN12104;"
"7204"	3	230745827	"b007203"	"b"	"PZA02423.1;"
"7205"	3	230750417	"b007204"	"b"	"PZE.103186627;"
"7206"	3	230788139	"b007205"	"b"	"PZE.103186661;"
"7207"	3	230959146	"b007206"	"b"	"PZE.103186727;"
"7208"	3	231086472.5	"b007207"	"b"	"PZE.103186785;PZE.103186797;PZE.103186820;PZE.103186829;PZE.103186866;"
"7209"	3	231891332	"b007208"	"b"	"PZE.103187160;"
"7210"	3	231981893	"b007209"	"b"	"PZE.103187248;"
"7211"	3	231999311	"b007210"	"b"	"PZE.103187343;"
"7212"	3	232040512	"b007211"	"b"	"PUT.163a.18170300.1354;"
"7213"	3	232040582	"b007212"	"b"	"PUT.163a.18170300.1353;"
"7214"	3	232044700	"b007213"	"b"	"PZE.103187435;"
"7215"	4	30383.5	"b007214"	"b"	"PZE.104000008;PZE.104000023;PZE.104000024;PZE.104000025;PZE.104000027;"
"7216"	4	139981	"b007215"	"b"	"SYN9765;PZA03013.8;SYN9766;PZE.104000116;"
"7217"	4	515015	"b007216"	"b"	"PZE.104000239;"
"7218"	4	596470	"b007217"	"b"	"PZE.104000272;"
"7219"	4	711314.5	"b007218"	"b"	"PZE.104000300;PZE.104000308;PZE.104000379;SYN33197;SYN33200;PZE.104000488;PZE.104000610;"
"7220"	4	825132	"b007219"	"b"	"PZE.104000439;"
"7221"	4	840264.5	"b007220"	"b"	"SYN16374;SYN16375;"
"7222"	4	843216.5	"b007221"	"b"	"PUT.163a.148963268.590;PUT.163a.148963268.589;"
"7223"	4	844120	"b007222"	"b"	"SYN16371;"
"7224"	4	845564	"b007223"	"b"	"PZE.104000850;"
"7225"	4	1047561	"b007224"	"b"	"PZE.104001238;"
"7226"	4	1075235	"b007225"	"b"	"SYNGENTA2114;"
"7227"	4	1075338	"b007226"	"b"	"SYNGENTA2111;"
"7228"	4	1093747	"b007227"	"b"	"PZE.104001186;"
"7229"	4	1220753	"b007228"	"b"	"PZE.104005454;"
"7230"	4	1222568	"b007229"	"b"	"PZE.104005415;"
"7231"	4	1254252	"b007230"	"b"	"SYN24156;"
"7232"	4	1255163	"b007231"	"b"	"PZE.104005331;"
"7233"	4	1255529	"b007232"	"b"	"PZE.104005329;"
"7234"	4	1264828	"b007233"	"b"	"PZE.104005298;"
"7235"	4	1265238	"b007234"	"b"	"PZA03227.1;PZE.104005295;"
"7236"	4	1458931	"b007235"	"b"	"PZE.104005482;"
"7237"	4	1482992	"b007236"	"b"	"PUT.163a.50332311.2217;"
"7238"	4	1483302	"b007237"	"b"	"PZE.104005555;"
"7239"	4	1484632.000617	"b007238"	"b"	"PZE.104005561;PUT.163a.18174785.1429;"
"7240"	4	1512170	"b007239"	"b"	"PZE.104005694;"
"7241"	4	1549150	"b007240"	"b"	"SYN1611;"
"7242"	4	1876980	"b007241"	"b"	"PZE.104001384;PZE.104001403;PZE.104001404;PZE.104001409;PZE.104001411;"
"7243"	4	1986674	"b007242"	"b"	"PZE.104001592;"
"7244"	4	2114197	"b007243"	"b"	"SYN29287;"
"7245"	4	2114294	"b007244"	"b"	"SYN29285;"
"7246"	4	2424611	"b007245"	"b"	"SYN27481;"
"7247"	4	2482323	"b007246"	"b"	"SYN27469;"
"7248"	4	2526197	"b007247"	"b"	"PUT.163a.78115415.4343;"
"7249"	4	2526276	"b007248"	"b"	"PUT.163a.78115415.4342;"
"7250"	4	2653924	"b007249"	"b"	"PZE.104002805;"
"7251"	4	2664737	"b007250"	"b"	"PZE.104002900;"
"7252"	4	2674164	"b007251"	"b"	"SYN22929;SYN22930;"
"7253"	4	2681396	"b007252"	"b"	"PZE.104002937;"
"7254"	4	2694254	"b007253"	"b"	"SYN22918;"
"7255"	4	2766471	"b007254"	"b"	"PZE.104003099;"
"7256"	4	2833183	"b007255"	"b"	"SYN17713;"
"7257"	4	2834811	"b007256"	"b"	"SYN17721;"
"7258"	4	2835898	"b007257"	"b"	"SYN17723;"
"7259"	4	2865776	"b007258"	"b"	"PZE.104003437;"
"7260"	4	2888238	"b007259"	"b"	"SYNGENTA16581;"
"7261"	4	2980645	"b007260"	"b"	"PZE.104003542;"
"7262"	4	2995966	"b007261"	"b"	"PZE.104003599;"
"7263"	4	2997685	"b007262"	"b"	"PZE.104003608;"
"7264"	4	2998277	"b007263"	"b"	"PZE.104003617;"
"7265"	4	3046940	"b007264"	"b"	"SYNGENTA0009;"
"7266"	4	3140718	"b007265"	"b"	"PZE.104003833;"
"7267"	4	3246126	"b007266"	"b"	"PZE.104003895;"
"7268"	4	3246263	"b007267"	"b"	"PZE.104003896;"
"7269"	4	3257533	"b007268"	"b"	"PUT.163a.148946720.494;"
"7270"	4	3257611	"b007269"	"b"	"PUT.163a.148946720.493;"
"7271"	4	3260709	"b007270"	"b"	"PZA03107.1;"
"7272"	4	3411998.5	"b007271"	"b"	"PHM14235.14;PHM14235.15;PHM14235.17;"
"7273"	4	3452186	"b007272"	"b"	"SYN1073;"
"7274"	4	3453399	"b007273"	"b"	"SYN1079;"
"7275"	4	3458242	"b007274"	"b"	"SYN1067;"
"7276"	4	3461132	"b007275"	"b"	"SYN1077;"
"7277"	4	3462386.5	"b007276"	"b"	"SYN1063;SYN1066;PZE.104004193;PZE.104004194;SYN1065;"
"7278"	4	3463205	"b007277"	"b"	"PZE.104004195;"
"7279"	4	3498871	"b007278"	"b"	"SYN1071;PZE.104004415;"
"7280"	4	3595608	"b007279"	"b"	"PZE.104004499;PZE.104004501;"
"7281"	4	3746664	"b007280"	"b"	"SYN24520;"
"7282"	4	3753007	"b007281"	"b"	"SYN24516;"
"7283"	4	3890824	"b007282"	"b"	"PZE.104004875;"
"7284"	4	3892482	"b007283"	"b"	"ZM013591.0465;"
"7285"	4	4057478	"b007284"	"b"	"PZE.104005031;"
"7286"	4	4244725	"b007285"	"b"	"SYN11366;"
"7287"	4	4324129.5	"b007286"	"b"	"PZE.104006034;PZE.104006040;"
"7288"	4	4476092	"b007287"	"b"	"PZE.104006165;"
"7289"	4	4477805	"b007288"	"b"	"PZE.104006203;"
"7290"	4	4654116.5	"b007289"	"b"	"SYNGENTA16543;SYN24044;SYNGENTA16602;"
"7291"	4	4753704	"b007290"	"b"	"PUT.163a.60338561.2357;"
"7292"	4	4862353	"b007291"	"b"	"SYN36763;"
"7293"	4	4908092	"b007292"	"b"	"SYN36769;"
"7294"	4	4910161	"b007293"	"b"	"PZE.104006975;"
"7295"	4	5002598	"b007294"	"b"	"SYN29176;"
"7296"	4	5010683	"b007295"	"b"	"SYNGENTA2238;"
"7297"	4	5246710	"b007296"	"b"	"PZE.104007604;"
"7298"	4	5266889	"b007297"	"b"	"SYN29997;"
"7299"	4	5306559	"b007298"	"b"	"SYN30005;"
"7300"	4	5419293	"b007299"	"b"	"PZE.104008143;"
"7301"	4	5466640	"b007300"	"b"	"PZE.104008253;"
"7302"	4	5709812	"b007301"	"b"	"PZE.104008414;"
"7303"	4	5980646	"b007302"	"b"	"PZE.104008841;"
"7304"	4	6412025.5	"b007303"	"b"	"SYN9597;PZE.104009393;PZE.104009395;PZE.104009396;SYN9602;PZE.104009398;SYN9598;SYN9599;"
"7305"	4	6532693	"b007304"	"b"	"SYN26453;"
"7306"	4	6545029	"b007305"	"b"	"PZE.104009638;"
"7307"	4	6551077	"b007306"	"b"	"SYN26458;"
"7308"	4	6551185	"b007307"	"b"	"SYN26461;"
"7309"	4	6553720	"b007308"	"b"	"PZE.104009607;"
"7310"	4	6554048	"b007309"	"b"	"SYN26465;"
"7311"	4	6602578	"b007310"	"b"	"SYN26457;"
"7312"	4	6625084	"b007311"	"b"	"PZE.104009755;"
"7313"	4	6946963	"b007312"	"b"	"PZE.104009876;"
"7314"	4	7007998	"b007313"	"b"	"PZE.104009983;"
"7315"	4	7016560	"b007314"	"b"	"PZE.104010039;"
"7316"	4	7155405	"b007315"	"b"	"PZE.104010113;"
"7317"	4	7172555	"b007316"	"b"	"PZE.104010129;"
"7318"	4	7174847	"b007317"	"b"	"PZE.104010147;"
"7319"	4	7313892	"b007318"	"b"	"SYN19801;"
"7320"	4	7436345	"b007319"	"b"	"PZE.104010326;"
"7321"	4	7437223	"b007320"	"b"	"PZE.104010327;"
"7322"	4	7468959	"b007321"	"b"	"PZE.104010367;"
"7323"	4	7716412	"b007322"	"b"	"PZE.104010497;"
"7324"	4	9588938	"b007323"	"b"	"PZE.104010950;"
"7325"	4	9739699	"b007324"	"b"	"SYN11694;"
"7326"	4	9756254	"b007325"	"b"	"SYN11697;"
"7327"	4	9852206	"b007326"	"b"	"SYN5710;"
"7328"	4	9854070	"b007327"	"b"	"SYN5711;"
"7329"	4	9891505	"b007328"	"b"	"PZE.104011339;"
"7330"	4	10031903	"b007329"	"b"	"SYN14191;"
"7331"	4	10033795	"b007330"	"b"	"SYN14193;"
"7332"	4	10087637	"b007331"	"b"	"PZE.104011650;"
"7333"	4	10181663	"b007332"	"b"	"PZE.104011716;"
"7334"	4	10229558.5	"b007333"	"b"	"SYN31962;PZE.104011903;SYN31966;PZE.104011906;"
"7335"	4	10481306	"b007334"	"b"	"SYN34571;SYN34573;"
"7336"	4	10651614	"b007335"	"b"	"PZE.104012403;"
"7337"	4	10656171	"b007336"	"b"	"PZE.104012412;"
"7338"	4	10768886	"b007337"	"b"	"PZE.104012490;"
"7339"	4	10877865	"b007338"	"b"	"PZE.104012693;"
"7340"	4	10903835	"b007339"	"b"	"PZE.104012758;"
"7341"	4	11232137	"b007340"	"b"	"PZE.104012818;PZE.104013142;PZE.104013159;"
"7342"	4	11412697	"b007341"	"b"	"SYN1989;"
"7343"	4	11536795	"b007342"	"b"	"SYN29656;"
"7344"	4	11576332	"b007343"	"b"	"PZE.104013311;"
"7345"	4	11646942	"b007344"	"b"	"PZE.104013386;"
"7346"	4	11824245	"b007345"	"b"	"PZE.104013529;"
"7347"	4	11885526	"b007346"	"b"	"SYN28715;"
"7348"	4	11890165	"b007347"	"b"	"SYN28711;"
"7349"	4	11890745	"b007348"	"b"	"SYN28712;"
"7350"	4	11916607	"b007349"	"b"	"PZE.104013652;"
"7351"	4	11916670	"b007350"	"b"	"PZE.104013653;"
"7352"	4	12500763	"b007351"	"b"	"PZE.104013895;PZE.104013996;PUT.163a.74244684.3690;"
"7353"	4	12782818	"b007352"	"b"	"PUT.163a.74244684.3688;"
"7354"	4	12909960	"b007353"	"b"	"PZE.104014100;"
"7355"	4	12932118	"b007354"	"b"	"PZE.104014110;"
"7356"	4	12975385	"b007355"	"b"	"ZM012331.0235;"
"7357"	4	12980803	"b007356"	"b"	"SYN8706;"
"7358"	4	13130214	"b007357"	"b"	"PZE.104014244;"
"7359"	4	13164849	"b007358"	"b"	"PZE.104014318;"
"7360"	4	13395999	"b007359"	"b"	"SYNGENTA3518;"
"7361"	4	13396122	"b007360"	"b"	"SYNGENTA3520;"
"7362"	4	13396216	"b007361"	"b"	"SYNGENTA3515;"
"7363"	4	13396236	"b007362"	"b"	"SYN36306;"
"7364"	4	13771270	"b007363"	"b"	"PZE.104014546;"
"7365"	4	13947501	"b007364"	"b"	"SYN31509;"
"7366"	4	14033065	"b007365"	"b"	"PZE.104014765;"
"7367"	4	14040173	"b007366"	"b"	"PZE.104014840;"
"7368"	4	14113339	"b007367"	"b"	"SYN8509;"
"7369"	4	14125764	"b007368"	"b"	"SYN8512;SYN8511;SYN8515;"
"7370"	4	14378055	"b007369"	"b"	"PZE.104014994;"
"7371"	4	14524318.5	"b007370"	"b"	"SYN12142;PZE.104015116;PZE.104015086;"
"7372"	4	14573101	"b007371"	"b"	"PZE.104015155;"
"7373"	4	14632980	"b007372"	"b"	"SYN30111;"
"7374"	4	14725893	"b007373"	"b"	"PZE.104015374;"
"7375"	4	14813882	"b007374"	"b"	"PZE.104015432;PZE.104015435;"
"7376"	4	14819228	"b007375"	"b"	"PZE.104015444;"
"7377"	4	14856798.5	"b007376"	"b"	"PZE.104015483;PZE.104015488;"
"7378"	4	14861376	"b007377"	"b"	"PZE.104015507;"
"7379"	4	14930170	"b007378"	"b"	"PZE.104015539;"
"7380"	4	14931588	"b007379"	"b"	"SYN21539;"
"7381"	4	14992306	"b007380"	"b"	"PZE.104015600;"
"7382"	4	15044235	"b007381"	"b"	"SYN13558;"
"7383"	4	15298795.5	"b007382"	"b"	"SYN13987;SYN13986;SYN13982;PZA02385.5;PZA02385.6;SYN13984;"
"7384"	4	15350952	"b007383"	"b"	"PZE.104015830;"
"7385"	4	15583336	"b007384"	"b"	"SYN33238;"
"7386"	4	15583731	"b007385"	"b"	"SYN33244;"
"7387"	4	15610962	"b007386"	"b"	"SYN33237;"
"7388"	4	15611615	"b007387"	"b"	"SYN33243;"
"7389"	4	15612802	"b007388"	"b"	"SYN33239;"
"7390"	4	15612959	"b007389"	"b"	"SYN33241;SYN33240;"
"7391"	4	15616499	"b007390"	"b"	"SYN33236;"
"7392"	4	15617058	"b007391"	"b"	"PZE.104015986;"
"7393"	4	15696306	"b007392"	"b"	"PZE.104016070;"
"7394"	4	15827915	"b007393"	"b"	"PZE.104016135;"
"7395"	4	15860225	"b007394"	"b"	"PZE.104016174;"
"7396"	4	16095882	"b007395"	"b"	"PZE.104016299;"
"7397"	4	16128675	"b007396"	"b"	"PZE.104016322;"
"7398"	4	16130336	"b007397"	"b"	"PZE.104016330;"
"7399"	4	16135071	"b007398"	"b"	"SYN9640;"
"7400"	4	16213870	"b007399"	"b"	"PZE.104016428;"
"7401"	4	16233384	"b007400"	"b"	"PZE.104016440;"
"7402"	4	16376034	"b007401"	"b"	"SYN33251;"
"7403"	4	16611439	"b007402"	"b"	"SYN22505;"
"7404"	4	16612067	"b007403"	"b"	"SYN22510;"
"7405"	4	16843708	"b007404"	"b"	"PZE.104016913;"
"7406"	4	17142287	"b007405"	"b"	"PZE.104017065;"
"7407"	4	17329195	"b007406"	"b"	"SYN29774;SYN29776;SYN29775;"
"7408"	4	17334088	"b007407"	"b"	"PZE.104017349;"
"7409"	4	17414413	"b007408"	"b"	"SYN30707;"
"7410"	4	17500823	"b007409"	"b"	"PZE.104017733;"
"7411"	4	17720969	"b007410"	"b"	"PZE.104017875;"
"7412"	4	17830081	"b007411"	"b"	"SYN8694;"
"7413"	4	17830683	"b007412"	"b"	"SYN8693;"
"7414"	4	17983623	"b007413"	"b"	"PZE.104018179;"
"7415"	4	18022273	"b007414"	"b"	"PZE.104018218;"
"7416"	4	18117835	"b007415"	"b"	"PZE.104018300;"
"7417"	4	18156582	"b007416"	"b"	"PZE.104018346;"
"7418"	4	18156626	"b007417"	"b"	"PZE.104018347;"
"7419"	4	18209282	"b007418"	"b"	"PZE.104018363;"
"7420"	4	18223053	"b007419"	"b"	"PUT.163a.29945048.1804;"
"7421"	4	18223130	"b007420"	"b"	"PUT.163a.29945048.1803;"
"7422"	4	18223147	"b007421"	"b"	"PUT.163a.29945048.1805;"
"7423"	4	18581648	"b007422"	"b"	"SYN1504;"
"7424"	4	18581823	"b007423"	"b"	"SYN1498;"
"7425"	4	18584224	"b007424"	"b"	"SYN1500;"
"7426"	4	18587500	"b007425"	"b"	"PZE.104018635;"
"7427"	4	18587566	"b007426"	"b"	"PZE.104018637;"
"7428"	4	18590983.5	"b007427"	"b"	"SYN1496;SYN1494;"
"7429"	4	18591424	"b007428"	"b"	"SYN1490;"
"7430"	4	18682174.000617	"b007429"	"b"	"PZE.104018715;PZA00078.2;"
"7431"	4	18687134	"b007430"	"b"	"PUT.163a.18163635.1256;"
"7432"	4	18852633.5	"b007431"	"b"	"PZE.104018807;PZE.104018824;PZE.104018854;"
"7433"	4	18912221	"b007432"	"b"	"PZE.104018878;"
"7434"	4	18912646	"b007433"	"b"	"SYN4902;"
"7435"	4	18913264	"b007434"	"b"	"SYN4900;"
"7436"	4	18916144	"b007435"	"b"	"PZE.104018885;"
"7437"	4	18990601	"b007436"	"b"	"PZE.104018936;"
"7438"	4	18990989	"b007437"	"b"	"PZE.104018939;"
"7439"	4	19082149	"b007438"	"b"	"PZE.104018965;"
"7440"	4	19113430	"b007439"	"b"	"PZE.104018990;"
"7441"	4	19127039	"b007440"	"b"	"PZE.104018997;"
"7442"	4	19182718	"b007441"	"b"	"PZE.104019012;"
"7443"	4	19251532	"b007442"	"b"	"PZE.104019040;"
"7444"	4	19328544	"b007443"	"b"	"SYN1483;"
"7445"	4	19329411	"b007444"	"b"	"SYNGENTA6546;"
"7446"	4	19330083	"b007445"	"b"	"SYNGENTA6525;"
"7447"	4	19520157.5	"b007446"	"b"	"PZE.104019109;PZE.104019115;PZE.104019121;PZE.104019125;PZE.104019189;PZE.104019190;PZE.104019192;PZE.104019200;"
"7448"	4	19859745	"b007447"	"b"	"PZE.104019303;"
"7449"	4	19914335	"b007448"	"b"	"PZE.104019309;"
"7450"	4	19944254	"b007449"	"b"	"PZE.104019337;"
"7451"	4	20054320	"b007450"	"b"	"PZE.104019423;"
"7452"	4	20100763	"b007451"	"b"	"SYN1513;"
"7453"	4	20102344	"b007452"	"b"	"PZE.104019470;"
"7454"	4	20506680	"b007453"	"b"	"SYN24377;"
"7455"	4	20512322	"b007454"	"b"	"PZE.104019736;"
"7456"	4	20739200	"b007455"	"b"	"SYN24023;"
"7457"	4	20773211.5	"b007456"	"b"	"PUT.163a.110206849.64;PUT.163a.110206849.65;"
"7458"	4	20906454	"b007457"	"b"	"PZE.104019915;"
"7459"	4	20908605	"b007458"	"b"	"PZE.104019928;"
"7460"	4	21136656	"b007459"	"b"	"PUT.163a.148947767.496;"
"7461"	4	21137817	"b007460"	"b"	"PUT.163a.31998271.2018;"
"7462"	4	21138423	"b007461"	"b"	"MZB00125.2;"
"7463"	4	21220943	"b007462"	"b"	"PZE.104019988;"
"7464"	4	21430542	"b007463"	"b"	"PZE.104020144;"
"7465"	4	21430868	"b007464"	"b"	"PZE.104020148;"
"7466"	4	21583807	"b007465"	"b"	"PZE.104020214;"
